id,provider_id,provider_name,state_id,county_id,source_url,source_host,clue_page_type,clue_field,current_status,decision,clue_page_url,clue_value,clue_text,review_notes,reviewed_by
prov-acc-review__prov-uf-card-gainesville-fl__accessibility_page__wheelchair_accessible,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UF CARD Gainesville. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__appointment_page__referral_url,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UF CARD Gainesville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__appointment_page__requirements,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UF CARD Gainesville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__appointment_page__virtual_services,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UF CARD Gainesville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__contact_page__interpreter_available,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UF CARD Gainesville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__contact_page__languages,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,contact_page,languages,queued,,,,,"Seeded review task for UF CARD Gainesville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__contact_page__next_step_type,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UF CARD Gainesville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__patient_services__accessibility_notes,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UF CARD Gainesville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__patient_services__home_visits,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UF CARD Gainesville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__patient_services__transportation_help,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UF CARD Gainesville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__patient_services__wheelchair_accessible,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UF CARD Gainesville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__program_overview__application_url,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,program_overview,application_url,queued,,,,,"Seeded review task for UF CARD Gainesville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__program_overview__in_person_services,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UF CARD Gainesville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-gainesville-fl__program_overview__requirements,prov-uf-card-gainesville-fl,UF CARD Gainesville,florida,alachua-fl,https://card.ufl.edu,card.ufl.edu,program_overview,requirements,queued,,,,,"Seeded review task for UF CARD Gainesville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__accessibility_page__asl_available,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__accessibility_page__interpreter_available,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__accessibility_page__wheelchair_accessible,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__appointment_page__referral_url,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__appointment_page__requirements,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__appointment_page__virtual_services,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__contact_page__interpreter_available,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__contact_page__languages,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,contact_page,languages,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__contact_page__next_step_type,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__faq_page__accessibility_notes,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__patient_services__accessibility_notes,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__patient_services__home_visits,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__patient_services__transportation_help,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__patient_services__wheelchair_accessible,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__program_overview__application_url,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,program_overview,application_url,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__program_overview__in_person_services,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-card-jacksonville-fl__program_overview__requirements,prov-uf-card-jacksonville-fl,UF CARD Jacksonville,florida,duval-fl,https://hscj.ufl.edu/pediatrics/autism/,hscj.ufl.edu,program_overview,requirements,queued,,,,,"Seeded review task for UF CARD Jacksonville. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__accessibility_page__asl_available,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,accessibility_page,asl_available,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__accessibility_page__interpreter_available,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__accessibility_page__wheelchair_accessible,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__appointment_page__referral_url,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,appointment_page,referral_url,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__appointment_page__requirements,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,appointment_page,requirements,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__appointment_page__virtual_services,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,appointment_page,virtual_services,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__contact_page__interpreter_available,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,contact_page,interpreter_available,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__contact_page__languages,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,contact_page,languages,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__contact_page__next_step_type,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,contact_page,next_step_type,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__patient_services__accessibility_notes,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__patient_services__home_visits,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,patient_services,home_visits,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__patient_services__transportation_help,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,patient_services,transportation_help,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__patient_services__wheelchair_accessible,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__program_overview__application_url,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,program_overview,application_url,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__program_overview__in_person_services,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,program_overview,in_person_services,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-uf-health-can-fl__program_overview__requirements,prov-uf-health-can-fl,UF Health Center for Autism and Neurodevelopment (CAN),florida,alachua-fl,https://can.uflhealth.org/,can.uflhealth.org,program_overview,requirements,queued,,,,,"Seeded review task for UF Health Center for Autism and Neurodevelopment (CAN). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__accessibility_page__asl_available,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__accessibility_page__interpreter_available,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__accessibility_page__wheelchair_accessible,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__appointment_page__referral_url,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__appointment_page__requirements,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__appointment_page__virtual_services,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__contact_page__interpreter_available,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__contact_page__languages,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,contact_page,languages,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__contact_page__next_step_type,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__patient_services__accessibility_notes,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__patient_services__home_visits,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__patient_services__transportation_help,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__patient_services__wheelchair_accessible,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__program_overview__application_url,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,program_overview,application_url,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__program_overview__in_person_services,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-asac-fl__program_overview__requirements,prov-um-asac-fl,UM Autism Spectrum Assessment Clinic (ASAC),florida,miami-dade-fl,https://asac.psy.miami.edu,asac.psy.miami.edu,program_overview,requirements,queued,,,,,"Seeded review task for UM Autism Spectrum Assessment Clinic (ASAC). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__accessibility_page__asl_available,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,accessibility_page,asl_available,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__accessibility_page__interpreter_available,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
