id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
iowa-rsa-vr-state-slice,iowa,IA,Iowa VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Iowa VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
iowa-at3-state-slice,iowa,IA,Iowa AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Iowa assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
iowa-hud-pha-state-slice,iowa,IA,Iowa housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Iowa public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
iowa-legal-lsc-state-slice,iowa,IA,Iowa legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Iowa civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
kansas-rsa-vr-state-slice,kansas,KS,Kansas VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Kansas VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
kansas-at3-state-slice,kansas,KS,Kansas AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Kansas assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
kansas-hud-pha-state-slice,kansas,KS,Kansas housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Kansas public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
kansas-legal-lsc-state-slice,kansas,KS,Kansas legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Kansas civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
kentucky-rsa-vr-state-slice,kentucky,KY,Kentucky VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Kentucky VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
kentucky-at3-state-slice,kentucky,KY,Kentucky AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Kentucky assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
kentucky-hud-pha-state-slice,kentucky,KY,Kentucky housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Kentucky public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
kentucky-legal-lsc-state-slice,kentucky,KY,Kentucky legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Kentucky civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
louisiana-rsa-vr-state-slice,louisiana,LA,Louisiana VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Louisiana VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
louisiana-at3-state-slice,louisiana,LA,Louisiana AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Louisiana assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
louisiana-hud-pha-state-slice,louisiana,LA,Louisiana housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Louisiana public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
louisiana-legal-lsc-state-slice,louisiana,LA,Louisiana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Louisiana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
maine-rsa-vr-state-slice,maine,ME,Maine VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Maine VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
maine-at3-state-slice,maine,ME,Maine AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Maine assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
maine-hud-pha-state-slice,maine,ME,Maine housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Maine public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
maine-legal-lsc-state-slice,maine,ME,Maine legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Maine civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
maryland-rsa-vr-state-slice,maryland,MD,Maryland VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Maryland VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
maryland-at3-state-slice,maryland,MD,Maryland AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Maryland assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
maryland-hud-pha-state-slice,maryland,MD,Maryland housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Maryland public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
maryland-legal-lsc-state-slice,maryland,MD,Maryland legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Maryland civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
massachusetts-rsa-vr-state-slice,massachusetts,MA,Massachusetts VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Massachusetts VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
massachusetts-at3-state-slice,massachusetts,MA,Massachusetts AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Massachusetts assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
massachusetts-hud-pha-state-slice,massachusetts,MA,Massachusetts housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Massachusetts public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
massachusetts-legal-lsc-state-slice,massachusetts,MA,Massachusetts legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Massachusetts civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
michigan-rsa-vr-state-slice,michigan,MI,Michigan VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Michigan VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
michigan-at3-state-slice,michigan,MI,Michigan AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Michigan assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
michigan-hud-pha-state-slice,michigan,MI,Michigan housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Michigan public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
michigan-legal-lsc-state-slice,michigan,MI,Michigan legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Michigan civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
minnesota-rsa-vr-state-slice,minnesota,MN,Minnesota VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Minnesota VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
minnesota-at3-state-slice,minnesota,MN,Minnesota AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Minnesota assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
minnesota-hud-pha-state-slice,minnesota,MN,Minnesota housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Minnesota public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
minnesota-legal-lsc-state-slice,minnesota,MN,Minnesota legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Minnesota civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
mississippi-rsa-vr-state-slice,mississippi,MS,Mississippi VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Mississippi VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
mississippi-at3-state-slice,mississippi,MS,Mississippi AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Mississippi assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
mississippi-hud-pha-state-slice,mississippi,MS,Mississippi housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Mississippi public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
mississippi-legal-lsc-state-slice,mississippi,MS,Mississippi legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Mississippi civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
missouri-rsa-vr-state-slice,missouri,MO,Missouri VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Missouri VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
missouri-at3-state-slice,missouri,MO,Missouri AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Missouri assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
missouri-hud-pha-state-slice,missouri,MO,Missouri housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Missouri public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
missouri-legal-lsc-state-slice,missouri,MO,Missouri legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Missouri civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
montana-rsa-vr-state-slice,montana,MT,Montana VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Montana VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
montana-at3-state-slice,montana,MT,Montana AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Montana assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
montana-hud-pha-state-slice,montana,MT,Montana housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Montana public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
montana-legal-lsc-state-slice,montana,MT,Montana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Montana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
nebraska-rsa-vr-state-slice,nebraska,NE,Nebraska VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Nebraska VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
nebraska-at3-state-slice,nebraska,NE,Nebraska AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Nebraska assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
nebraska-hud-pha-state-slice,nebraska,NE,Nebraska housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Nebraska public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
nebraska-legal-lsc-state-slice,nebraska,NE,Nebraska legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Nebraska civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
nevada-rsa-vr-state-slice,nevada,NV,Nevada VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Nevada VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
nevada-at3-state-slice,nevada,NV,Nevada AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Nevada assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
nevada-hud-pha-state-slice,nevada,NV,Nevada housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Nevada public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
nevada-legal-lsc-state-slice,nevada,NV,Nevada legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Nevada civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
new-hampshire-rsa-vr-state-slice,new-hampshire,NH,New Hampshire VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract New Hampshire VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
new-hampshire-at3-state-slice,new-hampshire,NH,New Hampshire AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract New Hampshire assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
new-hampshire-hud-pha-state-slice,new-hampshire,NH,New Hampshire housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract New Hampshire public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
new-hampshire-legal-lsc-state-slice,new-hampshire,NH,New Hampshire legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract New Hampshire civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
new-jersey-rsa-vr-state-slice,new-jersey,NJ,New Jersey VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract New Jersey VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
new-jersey-at3-state-slice,new-jersey,NJ,New Jersey AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract New Jersey assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
new-jersey-hud-pha-state-slice,new-jersey,NJ,New Jersey housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract New Jersey public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
new-jersey-legal-lsc-state-slice,new-jersey,NJ,New Jersey legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract New Jersey civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
new-mexico-rsa-vr-state-slice,new-mexico,NM,New Mexico VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract New Mexico VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
new-mexico-at3-state-slice,new-mexico,NM,New Mexico AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract New Mexico assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
new-mexico-hud-pha-state-slice,new-mexico,NM,New Mexico housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract New Mexico public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
new-mexico-legal-lsc-state-slice,new-mexico,NM,New Mexico legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract New Mexico civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
