id,url,domain,family,stateId,targetTable,sourceName,scrapeLane,launchNeedClass,crawlMethod,ledgerStatus,firstPartyMode,priority,sourceArtifacts,whyNeeded,currentEvidence,doNotScrapeReason
launch-url-00244,https://sites.ed.gov/idea/regs/b/e/300.508,sites.ed.gov,knowledge_content,,knowledge_content,IDEA Due Process Complaint,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Add exact official due-process-complaint content to deepen formal dispute and hearing-path guidance for families.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00245,https://sites.ed.gov/idea/regs/b/e/300.510,sites.ed.gov,knowledge_content,,knowledge_content,IDEA Resolution Process,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,"Add exact official resolution-process content to deepen mediation, settlement, and due-process workflow guidance.",This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00246,https://sites.ed.gov/idea/regs/b/e/300.511,sites.ed.gov,knowledge_content,,knowledge_content,IDEA Due Process Hearing,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,"Add exact official due-process-hearing content to deepen hearings, participation rights, and dispute navigation.",This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00247,https://sites.ed.gov/idea/regs/b/e/300.515,sites.ed.gov,knowledge_content,,knowledge_content,IDEA Hearing Decisions and Timelines,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Add exact official hearing-decision timing content to strengthen deadline and expectations guidance for families.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00248,https://sites.ed.gov/idea/regs/b/e/300.516,sites.ed.gov,knowledge_content,,knowledge_content,IDEA Civil Action,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Add exact official civil-action content to deepen post-hearing appeal and legal-path guidance for families.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00249,https://www.ssa.gov/benefits/disability/appeal.html,ssa.gov,knowledge_content,,knowledge_content,SSA Disability Appeal,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,"Add official SSA disability appeal guidance to deepen denials, reconsideration, and hearing-path support for families.",This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00250,https://www.ssa.gov/benefits/disability/apply-child.html,ssa.gov,knowledge_content,,knowledge_content,SSA Apply for Child Disability Benefits,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Build child SSI application journey content with official application steps and required documents.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00251,https://www.ssa.gov/benefits/disability/qualify.html,ssa.gov,knowledge_content,,knowledge_content,SSA Child Disability Benefits,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Build SSI and child disability benefits guidance from an official source.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00252,https://www.ssa.gov/disability/disability_starter_kits_child_eng.htm,ssa.gov,knowledge_content,,knowledge_content,SSA Child Disability Starter Kit,defer_blocked_source,defer_blocked_source,,defer_blocked_source,,0,docs/generated/knowledge-content-status-queue-2026-06-19.json,Add exact official SSA application-prep content to deepen child-disability application and document-readiness guidance.,This blocked official source has been explicitly deferred; do not retry it unless a reviewed replacement is provided.,
launch-url-00253,https://www.medicare.gov/care-compare,medicare.gov,providers_care,national,resource_providers,Medicare Care Compare,discovery_only,discovery_only,playwright,discovery_only,official_or_authoritative_directory,5,docs/generated/authored-missing-source-targets-2026-06-19.json; docs/generated/source-acquisition-completion-plan-2026-06-19.json,Discover certified home health and care providers for care-related gaps.,,
launch-url-00254,https://www.alabama-education.gov/,alabama-education.gov,education_routing,alabama,programs,Alabama Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00255,https://www.alabama-education.gov/regional,alabama-education.gov,education_routing,alabama,regional_education_agencies,Alabama Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00256,https://education.arizona.gov/,education.arizona.gov,education_routing,arizona,programs,Arizona Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00257,https://education.arizona.gov/regional,education.arizona.gov,education_routing,arizona,regional_education_agencies,Arizona Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00258,https://education.arkansas.gov/,education.arkansas.gov,education_routing,arkansas,programs,Arkansas Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00259,https://education.arkansas.gov/regional,education.arkansas.gov,education_routing,arkansas,regional_education_agencies,Arkansas Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00260,https://education.colorado.gov/,education.colorado.gov,education_routing,colorado,programs,Colorado Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00261,https://education.colorado.gov/regional,education.colorado.gov,education_routing,colorado,regional_education_agencies,Colorado Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00262,https://education.connecticut.gov/,education.connecticut.gov,education_routing,connecticut,programs,Connecticut Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00263,https://education.connecticut.gov/regional,education.connecticut.gov,education_routing,connecticut,regional_education_agencies,Connecticut Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00264,https://education.hawaii.gov/,education.hawaii.gov,education_routing,hawaii,programs,Hawaii Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00265,https://education.hawaii.gov/regional,education.hawaii.gov,education_routing,hawaii,regional_education_agencies,Hawaii Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00266,https://education.idaho.gov/,education.idaho.gov,education_routing,idaho,programs,Idaho Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00267,https://education.idaho.gov/regional,education.idaho.gov,education_routing,idaho,regional_education_agencies,Idaho Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00268,https://education.indiana.gov/,education.indiana.gov,education_routing,indiana,programs,Indiana Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00269,https://education.indiana.gov/regional,education.indiana.gov,education_routing,indiana,regional_education_agencies,Indiana Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00270,https://education.iowa.gov/,education.iowa.gov,education_routing,iowa,programs,Iowa Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00271,https://education.iowa.gov/regional,education.iowa.gov,education_routing,iowa,regional_education_agencies,Iowa Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00272,https://education.kansas.gov/,education.kansas.gov,education_routing,kansas,programs,Kansas Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00273,https://education.kansas.gov/regional,education.kansas.gov,education_routing,kansas,regional_education_agencies,Kansas Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00274,https://education.kentucky.gov/,education.kentucky.gov,education_routing,kentucky,programs,Kentucky Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00275,https://education.kentucky.gov/regional,education.kentucky.gov,education_routing,kentucky,regional_education_agencies,Kentucky Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00276,https://education.louisiana.gov/,education.louisiana.gov,education_routing,louisiana,programs,Louisiana Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00277,https://education.louisiana.gov/regional,education.louisiana.gov,education_routing,louisiana,regional_education_agencies,Louisiana Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00278,https://education.maine.gov/,education.maine.gov,education_routing,maine,programs,Maine Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00279,https://education.maine.gov/regional,education.maine.gov,education_routing,maine,regional_education_agencies,Maine Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00280,https://education.maryland.gov/,education.maryland.gov,education_routing,maryland,programs,Maryland Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00281,https://education.maryland.gov/regional,education.maryland.gov,education_routing,maryland,regional_education_agencies,Maryland Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00282,https://education.massachusetts.gov/,education.massachusetts.gov,education_routing,massachusetts,programs,Massachusetts Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00283,https://education.massachusetts.gov/regional,education.massachusetts.gov,education_routing,massachusetts,regional_education_agencies,Massachusetts Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00284,https://education.michigan.gov/,education.michigan.gov,education_routing,michigan,programs,Michigan Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00285,https://education.michigan.gov/regional,education.michigan.gov,education_routing,michigan,regional_education_agencies,Michigan Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00286,https://education.mississippi.gov/,education.mississippi.gov,education_routing,mississippi,programs,Mississippi Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00287,https://education.mississippi.gov/regional,education.mississippi.gov,education_routing,mississippi,regional_education_agencies,Mississippi Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00288,https://education.missouri.gov/,education.missouri.gov,education_routing,missouri,programs,Missouri Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00289,https://education.missouri.gov/regional,education.missouri.gov,education_routing,missouri,regional_education_agencies,Missouri Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00290,https://education.montana.gov/,education.montana.gov,education_routing,montana,programs,Montana Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00291,https://education.montana.gov/regional,education.montana.gov,education_routing,montana,regional_education_agencies,Montana Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00292,https://education.nebraska.gov/,education.nebraska.gov,education_routing,nebraska,programs,Nebraska Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00293,https://education.nebraska.gov/regional,education.nebraska.gov,education_routing,nebraska,regional_education_agencies,Nebraska Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00294,https://education.nevada.gov/,education.nevada.gov,education_routing,nevada,programs,Nevada Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00295,https://education.nevada.gov/regional,education.nevada.gov,education_routing,nevada,regional_education_agencies,Nevada Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00296,https://education.new-hampshire.gov/,education.new-hampshire.gov,education_routing,new-hampshire,programs,New Hampshire Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00297,https://education.new-hampshire.gov/regional,education.new-hampshire.gov,education_routing,new-hampshire,regional_education_agencies,New Hampshire Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00298,https://education.new-jersey.gov/,education.new-jersey.gov,education_routing,new-jersey,programs,New Jersey Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00299,https://education.new-jersey.gov/regional,education.new-jersey.gov,education_routing,new-jersey,regional_education_agencies,New Jersey Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00300,https://education.new-mexico.gov/,education.new-mexico.gov,education_routing,new-mexico,programs,New Mexico Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00301,https://education.new-mexico.gov/regional,education.new-mexico.gov,education_routing,new-mexico,regional_education_agencies,New Mexico Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00302,https://education.north-dakota.gov/,education.north-dakota.gov,education_routing,north-dakota,programs,North Dakota Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00303,https://education.north-dakota.gov/regional,education.north-dakota.gov,education_routing,north-dakota,regional_education_agencies,North Dakota Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00304,https://education.oklahoma.gov/,education.oklahoma.gov,education_routing,oklahoma,programs,Oklahoma Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00305,https://education.oklahoma.gov/regional,education.oklahoma.gov,education_routing,oklahoma,regional_education_agencies,Oklahoma Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00306,https://education.rhode-island.gov/,education.rhode-island.gov,education_routing,rhode-island,programs,Rhode Island Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00307,https://education.rhode-island.gov/regional,education.rhode-island.gov,education_routing,rhode-island,regional_education_agencies,Rhode Island Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00308,https://education.south-carolina.gov/,education.south-carolina.gov,education_routing,south-carolina,programs,South Carolina Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00309,https://education.south-carolina.gov/regional,education.south-carolina.gov,education_routing,south-carolina,regional_education_agencies,South Carolina Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00310,https://education.south-dakota.gov/,education.south-dakota.gov,education_routing,south-dakota,programs,South Dakota Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00311,https://education.south-dakota.gov/regional,education.south-dakota.gov,education_routing,south-dakota,regional_education_agencies,South Dakota Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00312,https://education.tennessee.gov/,education.tennessee.gov,education_routing,tennessee,programs,Tennessee Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00313,https://education.tennessee.gov/regional,education.tennessee.gov,education_routing,tennessee,regional_education_agencies,Tennessee Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00314,https://education.utah.gov/,education.utah.gov,education_routing,utah,programs,Utah Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00315,https://education.utah.gov/regional,education.utah.gov,education_routing,utah,regional_education_agencies,Utah Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00316,https://education.washington.gov/,education.washington.gov,education_routing,washington,programs,Washington Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00317,https://education.washington.gov/regional,education.washington.gov,education_routing,washington,regional_education_agencies,Washington Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00318,https://education.west-virginia.gov/,education.west-virginia.gov,education_routing,west-virginia,programs,West Virginia Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00319,https://education.west-virginia.gov/regional,education.west-virginia.gov,education_routing,west-virginia,regional_education_agencies,West Virginia Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00320,https://education.wisconsin.gov/,education.wisconsin.gov,education_routing,wisconsin,programs,Wisconsin Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00321,https://education.wisconsin.gov/regional,education.wisconsin.gov,education_routing,wisconsin,regional_education_agencies,Wisconsin Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00322,https://education.wyoming.gov/,education.wyoming.gov,education_routing,wyoming,programs,Wyoming Department of Education Special Ed,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/official_state_domain_repairs.json,,,Programmatically generated fake domain (failed DNS)
launch-url-00323,https://education.wyoming.gov/regional,education.wyoming.gov,education_routing,wyoming,regional_education_agencies,Wyoming Regional Special Education Support,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,Needed for special-education and district/regional routing.,,Programmatically generated fake domain (failed DNS)
launch-url-00324,https://dhhs.arizona.gov/forms,dhhs.arizona.gov,forms_guides,arizona,forms,Arizona Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,"Needed for applications, forms, downloads, and family-facing instructions.",,Programmatically generated fake domain
launch-url-00325,https://dhhs.arizona.gov/forms,dhhs.arizona.gov,forms_guides,arizona,forms_and_guides,Arizona Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/forms_source_pack.json,,,Programmatically generated fake domain
launch-url-00326,https://dhhs.colorado.gov/forms,dhhs.colorado.gov,forms_guides,colorado,forms,Colorado Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,"Needed for applications, forms, downloads, and family-facing instructions.",,Programmatically generated fake domain
launch-url-00327,https://dhhs.colorado.gov/forms,dhhs.colorado.gov,forms_guides,colorado,forms_and_guides,Colorado Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/forms_source_pack.json,,,Programmatically generated fake domain
launch-url-00328,https://dhhs.connecticut.gov/forms,dhhs.connecticut.gov,forms_guides,connecticut,forms,Connecticut Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,"Needed for applications, forms, downloads, and family-facing instructions.",,Programmatically generated fake domain
launch-url-00329,https://dhhs.connecticut.gov/forms,dhhs.connecticut.gov,forms_guides,connecticut,forms_and_guides,Connecticut Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/forms_source_pack.json,,,Programmatically generated fake domain
launch-url-00330,https://dhhs.delaware.gov/forms,dhhs.delaware.gov,forms_guides,delaware,forms,Delaware Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,2,data/source_packs/official_state_domain_repairs.json; docs/generated/master-source-target-ledger-2026-06-19.json,"Needed for applications, forms, downloads, and family-facing instructions.",,Programmatically generated fake domain
launch-url-00331,https://dhhs.delaware.gov/forms,dhhs.delaware.gov,forms_guides,delaware,forms_and_guides,Delaware Medicaid & Special Education Forms,do_not_use,do_not_scrape_quarantined,,do_not_use,,0,data/source_packs/forms_source_pack.json,,,Programmatically generated fake domain
